Date,Month,FuturePrice,Last Future,Price Move,Gross Withdrawals,Gross Withdrawals from Gas Wells,Gross Withdrawals from Oil Wells,Gross Withdrawals from Shale Gas,Gross Withdrawals from Coalbed Wells,Repressuring,Nonhydrocarbon Gases Removed from Natural Gas,Vented and Flared,Marketed Production,Plant Liquids Production (Million Cubic Feet),Dry Production,Delivered to Consumers,Residential Consumption,Deliveries to Commercial Consumers,Industrial Consumption,Vehicle Fuel Consumption,Deliveries to Electric Power Consumers,Delta Gross Withdraw,Delta Withdraws from Gas Wells,Delta Withdraw from Oil Wells,Delta Withdrawals from Shale Gas,Delta Withdrawals from Coalbed Wells,Delta Repressuring,Delta Nonhydrocarbon Gases Removed,Delta Vented and Flared,Delta Marketed Production,Delta Plant Liquids Production,Delta Dry Production,Delta Delivered to Consumers,Delta Residential Consumption,Delta Deliveries to Commercial,Delta Industrial Consumption,Delta Vehicle Fuel Consumption,Delta Deliveries to Electric Power,Imports,Pipeline Imports,Liquefied Imports,Exports,Pipeline Exports,Liquefied Exports,Working Storage,Net Withdraws,Delta Imports,Delta Pipeline Imports,Delta Liquefied Imports,Delta Exports,Delta Pipeline Exports,Delta Liquefied Exports,Delta Working Storage,Delta Net Withdraws,Non-Comm Net Stded,Delta Non-Comm Net,HDD Region 1,HDD Region 2,HDD Region 3,HDD Region 4,HDD Region 5,HDD Region 6,HDD Region 7,HDD Region 8,HDD Region 9,HDD CONUS,HDD Delta Avg Region 1,HDD Delta Avg Region 2,HDD Delta Avg Region 3,HDD Delta Avg Region 4,HDD Delta Avg Region 5,HDD Delta Avg Region 6,HDD Delta Avg Region 7,HDD Delta Avg Region 8,HDD Delta Avg Region 9,HDD Delta Avg CONUS,
1-Dec-2008,12,5.86,6.39,-0.53,2227028,1310331,502331,243084,171282,322606,61745,15712,1826966,82508,1744458,2226478,771868,422761,553255,2201,476394,50815,-29997,5314,74058,1440,-5498,722,3829,51763,735,51027,484,54997,27809,-61318,107,-21111,364862,334154,30708,106101,103438,2663,2840363,512979,-32083,-41964,9882,4606,6383,-1778,-38896,-55980,-215584,-4447,33.4,32,39.4,44.1,15,21.8,16.1,30.1,20.4,26.1,-0.7,0.2,4.24,6.9,-3.3,-1.38,-0.7,-0.42,0.96,0.24,
1-Jan-2009,1,4.5,5.86,-1.36,2251938,1251742,493283,336186,170727,305527,61585,14361,1870465,88485,1781981,2538368,947740,517891,582995,2315,487426,96897,-708,5057,93102,-555,-12007,2124,1762,105018,8755,96264,-15913,64097,40743,-76834,114,-44034,356749,329817,26932,112989,111138,1851,2133233,705058,-32902,-31420,-1482,3687,4678,-991,77352,-118561,-214175,1408,45.2,42.4,47.4,46.9,21.3,26.8,17,27.8,15.6,30.3,6.26,6.82,9.52,5.94,3.24,3.84,0.74,-2.4,-3.44,3.3,
1-Feb-2009,2,4.24,4.5,-0.26,2074167,1155107,461204,303652,154205,296433,59824,12991,1704919,80653,1624266,2162215,756341,426622,523688,2091,453472,30366,-39686,-171,76251,-6026,-11432,3646,-672,38824,5410,33415,-173555,-61931,-32211,-94050,32,14604,321522,293657,27865,103196,100433,2763,1758022,371564,-28138,-32404,4266,3822,3798,25,293332,-221000,-216210,-2035,36.4,34.1,36.5,36.7,17.7,21,10.4,24.8,17.5,24.7,-1.88,-2.28,-3.08,-3.48,-0.64,-2.24,-4.54,-2.04,1.12,-1.82,
1-Mar-2009,3,3.78,4.24,-0.46,2262488,1253396,502179,336186,170727,313719,59513,14202,1875053,88702,1786352,1996245,600328,358253,535671,2315,499678,58400,-44086,9938,93102,-555,-11606,-2092,1108,70988,7228,63761,-113378,-55934,-22214,-74259,114,38915,325165,293580,31585,103699,100759,2940,1659646,92806,-41645,-49524,7878,3348,3341,7,393580,-126666,-196122,20088,30.2,26.9,25.9,27.7,11.7,12.6,7.5,19.4,15,18.4,-0.3,-0.8,-1.58,1.56,0.44,-0.46,1.14,0.8,2.52,0.38,
1-Apr-2009,4,3.32,3.78,-0.46,2147856,1192387,464909,325341,165220,293480,57183,13960,1783234,84358,1698876,1585512,390344,249120,492412,2241,451395,35251,-52394,-1916,90098,-536,-7999,-1088,1334,43005,5767,37239,-87212,1885,-6051,-64945,111,-18212,321848,265807,56041,80016,78099,1917,1909916,-250807,-274,-24097,23823,5673,6621,-948,473514,-60419,-199938,-3816,17.1,15.4,16.8,17.3,5.6,7.5,3.5,14.3,11.2,11.3,-1.1,0.06,1.98,2.56,0.1,0.98,0.62,1.72,1.1,0.86,
1-May-2009,5,3.54,3.32,0.22,2190437,1227955,455570,336186,170727,274987,57474,14649,1843327,87201,1756127,1353150,201447,166233,467679,2315,515476,37121,-61400,5974,93102,-555,-10496,7,2200,45410,6004,39407,-77092,-28782,-13511,-74923,114,40009,265793,217001,48792,77072,75158,1914,2374809,-466975,-31361,-48556,17195,8091,9665,-1575,535266,-62320,-192880,7057,8.4,6.5,5.9,6.3,1.2,1.4,0.4,5.3,3.5,3.8,-1.2,-0.6,-0.94,0.08,-0.46,-0.32,-0.08,-0.72,-1.16,-0.72,
1-Jun-2009,6,3.84,3.54,0.3,2140519,1193379,456579,325341,165220,279211,55021,14293,1791993,84772,1707221,1378772,141121,133503,459110,2241,642797,21728,-73252,5419,90098,-536,-6553,-3617,902,30995,5243,25752,-80243,-3192,-232,-54291,111,-22639,281970,231217,50754,66259,64344,1915,2760133,-385634,-4949,-22629,17681,4557,6497,-1940,582585,-43237,-215023,-22142,3.3,1.8,1.6,2,0.1,0,0,2.6,2.2,1.2,1.26,0.82,0.82,1.2,0.04,0,0,0.76,0.36,0.42,
1-Jul-2009,7,3.54,3.84,-0.3,2170032,1202314,460805,336186,170727,277911,50529,13793,1827798,86466,1741332,1503321,118624,128095,476270,2315,778017,-35228,-130028,2252,93102,-555,658,-10593,-368,-24926,2794,-27720,-52690,208,346,-49337,114,-4022,316715,272463,44252,76273,72436,3837,3090305,-338198,-6095,-19328,13233,12928,12706,222,573282,3441,-226374,-11351,0.7,0.2,0.5,0.6,0,0,0,0.3,0.3,0.3,0.54,0.14,0.4,0.44,0,0,0,0.2,0,0.26,
1-Aug-2009,8,2.88,3.54,-0.66,2192597,1224882,460802,336186,170727,275824,60713,13776,1842284,87151,1755132,1578354,111479,128831,495412,2315,840317,-969,-87396,-6120,93102,-555,-15643,-713,-505,15892,4668,11223,46491,192,2143,-33329,114,77371,336848,302255,34593,78755,76830,1925,3359118,-274367,8185,8972,-787,11598,14667,-3069,492954,75646,-242823,-16449,0.6,0.3,0.7,1,0,0,0,0.5,0.5,0.3,-0.08,-0.02,0.3,0.46,0,-0.02,0,0.1,0.12,0.1,
1-Sep-2009,9,4.88,2.88,2,2089220,1134504,464155,325341,165220,285122,57727,12392,1733980,82028,1651952,1427135,119681,131405,483796,2241,690011,169700,35218,44921,90098,-536,-6799,3892,-2344,174952,11620,163332,97409,1581,2252,6018,111,87446,307026,274840,32186,83786,79940,3845,3645978,-295161,-6842,-7261,419,28456,27743,712,485060,5219,-215796,27027,5.5,3.6,2.4,2.3,0.3,0.4,0.1,2.7,1.2,1.7,2.04,1.38,0.08,-0.86,-0.02,0.1,0.06,-0.94,-0.78,0.04,
1-Oct-2009,10,4.56,4.88,-0.32,2197157,1202397,487848,336186,170727,303881,65282,13082,1814913,85857,1729056,1510867,251028,198631,521880,2315,537013,43768,-64966,16188,93102,-555,-13261,-919,-2712,60662,6632,54029,22222,32970,13154,-15785,114,-8231,273124,246067,27057,78092,76165,1927,3809867,-167386,-48204,-47847,-358,11249,12268,-1019,410486,75063,-212896,2900,16.5,14.3,16.6,19.5,5,7.6,4,14.2,7.2,10.5,3.06,2.7,4.08,6.38,0.68,2.1,1.76,3.66,0.98,2.4,
1-Nov-2009,11,4.49,4.56,-0.07,2144157,1178120,475476,325341,165220,307217,64956,14465,1757520,83142,1674378,1619852,376488,251343,532696,2241,457085,-5694,-89431,-5826,90098,-536,-7565,2231,63,-422,3751,-4173,-95119,-56882,-24260,-13581,111,-506,294918,258186,36731,96892,94961,1931,3837424,-33465,-25336,-39266,13929,6460,7673,-1213,491513,-90723,-222534,-9638,19.8,18.4,20.7,20.8,9.4,13.7,7.3,18.8,12.3,14.7,-3.72,-3.2,-3.12,-4.36,-1.54,-0.72,-0.66,-0.56,0.22,-1.84,
1-Dec-2009,12,5.81,4.49,1.32,2196325,1198103,491310,336186,170727,308780,71701,13396,1802449,85267,1717182,2310875,764286,428665,595763,2315,519846,-30703,-112228,-11021,93102,-555,-13826,9956,-2316,-24517,2759,-27276,84397,-7582,5904,42508,114,43452,349682,314512,35170,115328,108739,6589,3130076,693844,-15180,-19642,4462,9227,5301,3926,289713,180865,-208760,13774,35.3,33.6,37,43.4,18.6,24.5,20.6,34,20.4,27.9,1.22,1.8,0.68,4.48,1.22,1.86,3.76,2.98,0.56,1.9,
1-Jan-2010,1,5.49,5.81,-0.32,2210163,1133912,506855,406673,162723,302469,70460,13091,1824143,86910,1737233,2624217,932605,499107,644259,2434,545811,-41775,-117830,13572,70487,-8004,-3058,8875,-1270,-46322,-1575,-44748,85849,-15135,-18784,61264,119,58385,384586,328175,56410,93570,91632,1939,2303858,810845,27837,-1642,29478,-19419,-19506,88,170625,105787,-211140,-2380,38.5,37,42.7,47,23.3,30,20.8,29.4,16.1,29.7,0.1,1.78,4.34,5.74,5.36,6.98,4.38,-0.22,-2.2,2.8,
1-Feb-2010,2,4.78,5.49,-0.71,2047815,1052308,471123,375550,148835,293685,59179,12082,1682869,80179,1602690,2312746,794779,440859,595295,2199,479615,-26352,-102799,9919,71898,-5370,-2748,-645,-909,-22050,-474,-21576,150531,38438,14237,71607,108,26143,324124,278308,45816,87820,82732,5088,1683334,619470,2602,-15349,17951,-15376,-17701,2325,-74688,247906,-209214,1926,35.3,36.3,39.9,43.7,23.3,29.4,21.2,27.9,15.7,28.7,-2.8,0.34,0.7,4.16,5.28,6.84,7.66,1.96,-0.6,2.7,
1-Mar-2010,3,3.97,4.78,-0.81,2276546,1160678,527636,423948,164284,327528,71255,13244,1864519,88833,1775686,1974222,579243,337183,598498,2434,456864,14058,-92718,25457,87762,-6443,13809,11742,-958,-10534,131,-10666,-22023,-21085,-21070,62827,119,-42814,318769,281677,37092,99574,97639,1935,1652413,30856,-6396,-11903,5507,-4125,-3120,-1005,-7233,-61950,-218138,-8924,23.4,21.6,23.6,24.4,12.3,16.3,10.2,20.2,13.7,17.3,-7.46,-6.5,-4.18,-2.5,0.68,2.92,3.26,0.66,-0.12,-1.32,
1-Apr-2010,4,4.22,3.97,0.25,2190270,1114216,483507,433217,159330,294305,67459,15194,1813312,86394,1726918,1540128,313171,215375,537745,2356,471481,42414,-78171,18598,107876,-5890,825,10276,1234,30078,2036,28042,-45384,-77173,-33745,45333,115,20086,298464,256909,41555,75938,72086,3852,2011101,-359501,-23384,-8898,-14486,-4078,-6013,1935,101185,-108694,-223268,-5129,14.3,11.8,10.7,10.2,3.5,3.9,1.8,14,12.9,8.8,-3.66,-3.54,-4.44,-5.16,-1.94,-2.66,-1.22,0.82,2.12,-1.86,
1-May-2010,5,4.05,4.22,-0.17,2236507,1144376,472642,454828,164661,273130,62678,14222,1886476,89880,1796596,1465089,197513,161154,544323,2434,559665,46070,-83579,17072,118642,-6066,-1857,5204,-427,43149,2679,40469,111939,-3934,-5079,76644,119,44189,297801,260993,36808,85725,83795,1930,2419660,-410288,32008,43992,-11984,8653,8637,16,44851,56687,-213839,9429,6,5,5.4,6.8,0.9,1,0.3,8.9,8.2,4.5,-3.86,-2.66,-1.5,0.64,-0.86,-0.78,-0.16,2.9,3.62,-0.1,
1-Jun-2010,6,4.55,4.05,0.5,2138770,1089664,448099,444215,156791,257303,65915,13060,1802492,85878,1716613,1500962,134038,129712,529191,2356,705665,-1749,-103715,-8480,118874,-8429,-21908,10894,-1233,10499,1106,9392,122190,-7083,-3791,70081,115,62868,282260,249738,32521,90040,85009,5031,2740056,-321238,290,18521,-18233,23781,20665,3116,-20077,64396,-206278,7561,1.6,0.8,0.4,0.7,0,0,0,1.8,2.4,0.9,-0.48,-0.24,-0.38,-0.12,-0.06,0,0,-0.16,0.34,0.1,
1-Jul-2010,7,4.68,4.55,0.13,2208753,1103493,426207,516703,162350,235558,63143,13969,1896082,90337,1805745,1668244,111307,120183,537138,2434,897182,38721,-98821,-34598,180517,-8377,-42353,12614,176,68284,3871,64413,164923,-7317,-7912,60868,119,119165,328655,292383,36271,85851,82009,3842,2965780,-226665,11940,19920,-7981,9578,9573,5,-124525,111533,-201698,4580,0.2,0.1,0.1,0,0,0,0,0.3,0.7,0.1,-0.08,0,-0.04,-0.18,0,0,0,0.22,0.38,0.02,
1-Aug-2010,8,3.82,4.68,-0.86,2235038,1116748,430469,522784,165037,233650,68367,15026,1917995,91381,1826614,1718550,107074,126673,539366,2434,943002,42441,-108134,-30333,186598,-5690,-42174,7654,1250,75711,4230,71482,140196,-4405,-2158,43954,119,102685,304901,283321,21580,84164,82235,1928,3152761,-185781,-31947,-18934,-13013,5409,5405,3,-206357,88586,-200503,1195,0.3,0,0,0.2,0,0,0,0.4,0.9,0.2,-0.38,-0.3,-0.24,-0.18,0,0,0,0.06,0.46,0.04,
1-Sep-2010,9,3.84,3.82,0.02,2238147,1069752,495450,513320,159625,289129,74829,13151,1861038,88668,1772370,1485061,117299,132944,535739,2356,696723,148927,-64752,31295,187979,-5595,4007,17102,759,127058,6640,120418,57926,-2382,1539,51943,115,6712,281518,252926,28592,79475,72811,6664,3507646,-358602,-25508,-21914,-3594,-4311,-7129,2819,-138332,-63441,-237435,-36932,3,2.3,3.4,4.1,0,0.3,0,2.2,1.7,1.7,-0.96,-0.36,0.96,0.86,-0.34,-0.02,-0.06,-1.28,-0.14,-0.02,
